,100s,4 Wickets in Inn,4s,50s,6s,Age,Balls,Balls Faced,Balls_Average,Bat_Average,Bats(handed),Bowl_Strike_rate,Bowling_Best,Bowls(handed),DOB,Ducks,Economy_Rate,Highest Score,Innings,Maidens,Matches,Name,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets
2132,0,0,8,0,1,41,48,155,63.00,13.83,Left Handed,48.00,1/63,Left Arm Medium Fast,16/06/1977,0,7.88,37,6,0,9(2008-2008),Reinhardt Strydom,0,5,8.0,83,63,53.55,1
2133,0,1,0,0,0,49,180,7,13.63,1.00,Right Handed,22.50,5/26,Right Arm Fast Medium,02/01/1970,0,3.63,1,1,2,3(1997-1997),Anthony M Stuart,0,0,30.0,1,109,14.29,8
2134,0,1,0,0,0,45,258,13,25.63,N/A,Right Handed,32.25,5/44,Right Arm Fast Medium,28/09/1973,0,4.77,3*,1,3,5(2001-2001),Colin E L Stuart,1,0,43.0,3,205,23.08,8
2135,4,5,352,28,68,43,6114,5647,35.32,32.49,Right Handed,44.63,6/25,Right Arm Fast Medium,10/07/1975,9,4.75,141,161,39,188(1999-2011),Scott B Styris,23,0,1019.0,4483,4839,79.39,137
2136,0,1,1,0,0,52,463,56,40.78,4.80,Left Handed,51.44,4/59,Left Arm Fast Medium,07/11/1966,0,4.76,12*,7,6,12(1992-1995),Murphy L Su'A,2,0,77.1,24,367,42.86,9
2137,0,0,0,0,0,30,60,9,45.00,N/A,Right Handed,60.00,1/45,Right Arm Fast Medium,29/11/1988,0,4.50,1*,1,1,1(2016-),Subashis Roy,1,0,10.0,1,45,11.11,1
2138,0,,0,0,0,66,1,14,,4.00,,,,,08/08/1952,0,,4,1,,1(1976-1976),Ramchandra Sudhakar Rao,0,0,1,4,,28.57,
2139,0,0,9,0,1,30,762,135,40.86,14.00,Left Handed,54.43,3/14,Left Arm Orthodox,21/11/1988,0,4.50,20*,10,7,17(2010-2011),Suhrawadi Shuvo,3,0,127.0,98,572,72.59,14
2140,0,0,46,1,3,43,1295,977,55.95,12.97,Right Handed,61.67,2/14,Right Arm Medium,05/02/1976,1,5.44,67,46,12,60(1996-2008),Anthony O Suji,7,0,215.5,506,1175,51.79,21
2141,0,1,15,0,1,47,2952,526,50.93,8.23,Right Handed,68.65,4/24,Right Arm Medium Fast,02/06/1971,9,4.45,16*,52,48,64(1996-2006),Martin A Suji,22,0,492.0,247,2190,46.96,43
2142,0,0,1,0,0,58,264,62,51.40,4.33,Right Handed,52.80,2/49,Right Arm Leg Break,24/01/1961,1,5.84,13,6,0,7(1994-1996),Sultan Zarawani,0,0,44.0,26,257,41.94,5
2143,0,0,0,0,0,45,132,15,34.00,9.00,Left Handed,44.00,1/28,Right Arm Off Break,14/03/1973,0,4.64,6*,2,0,3(2000-2000),Glen P Sulzberger,1,0,22.0,9,102,60.00,3
2144,0,,0,0,0,,,11,,4.00,Right Handed,,,,1950,0,,4,1,,1(1975-1975),Shiraz Sumar,0,0,,4,,36.36,
2145,0,0,3,0,0,29,150,24,15.80,19.00,Left Handed,30.00,2/22,Left Arm Orthodox,17/01/1990,0,3.16,19,1,0,3(2017-),Sunzamul Islam,0,0,25.0,19,79,79.17,5
2146,0,12,31,0,0,39,1,655,1 (100.00%),17.26,Right Handed,,12.00,Right Arm Medium,26/02/1980,1,,49,22,,23(2008-2011),Zubin E Surkari,3,0,6,328,,50.08,1/0/1
2147,0,,4,0,0,37,,94,,8.60,Right Handed,,,,02/12/1981,0,,23,5,,5(2003-2003),Stephan J Swanepoel,0,5,,43,,45.74,
2148,0,4,48,0,4,39,3809,553,27.77,13.89,Right Handed,36.63,5/28,Right Arm Off Break,24/03/1979,3,4.55,34,48,25,79(2000-2013),Graeme P Swann,12,0,634.5,500,2888,90.42,104
2149,0,0,19,1,5,36,366,273,102.00,19.70,Right Handed,122.00,1/21,Right Arm Off Break,01/10/1982,1,5.02,52,11,0,12(2011-2014),Michael R Swart,1,5,61.0,197,306,72.16,3
2150,0,0,3,0,0,43,66,43,84.00,9.00,Right Handed,66.00,1/60,Right Arm Medium,11/03/1975,0,7.64,13,2,0,2(2004-2004),Syed Maqsood,0,0,11.0,18,84,41.86,1
2151,0,1,7,0,0,34,2657,185,33.62,4.76,Left Handed,43.56,4/22,Left Arm Medium Fast,03/07/1984,5,4.63,15,27,41,52(2005-2010),Syed Rasel,10,0,442.5,81,2051,43.78,61
2152,0,1,48,3,22,58,3991,830,38.36,16.93,Right Handed,55.43,4/28,Right Arm Off Break,14/04/1960,6,4.15,61,54,25,80(1993-1999),Patrick Leonard Symcox,13,0,665.1,694,2762,83.61,72
2153,6,3,449,30,103,43,5935,5504,37.26,39.75,Right Handed,44.62,5/18,Right Arm Medium Fast,09/06/1975,15,5.01,156,161,30,198(1998-2009),Andrew Symonds,33,2,989.1,5088,4955,92.44,133
2154,0,0,1,0,0,37,288,9,46.83,1.25,Right Handed,48.00,3/69,Right Arm Fast Medium,30/04/1981,3,5.85,5,4,0,5(2003-2003),Gerrie Synman,0,0,48.0,5,281,55.56,6
2155,0,,105,10,6,36,1,1615,,29.78,Right Handed,,,,13/02/1983,2,,98,40,,41(2006-2014),Eric S Szwarczynski,3,25,6,1102,,68.24,
2156,0,,13,0,0,42,0 (0.00%),175,,25.25,Right Handed,,,Right Arm Medium,03/05/1976,0,,36,4,45,4(2004-2008),Tabarak Dar,0,2,2/0/2,101,22.50,57.71,
2157,0,0,11,1,3,59,1596,242,36.47,15.00,Right Handed,46.94,3/23,Right Arm Fast Medium,06/07/1959,4,4.66,61,23,15,40(1980-1985),Tahir Naqqash,9,0,266.0,210,1240,86.78,34
2158,2,0,235,22,32,35,84,5020,30.50,29.25,Right Handed,42.00,2/42,Right Arm Off Break,14/05/1983,16,4.36,107*,137,1,150(2001-2012),Tatenda Taibu,21,3,14.0,3393,61,67.59,2
2159,0,1,2,0,0,27,222,40,30.20,10.50,Left Handed,44.40,4/11,Left Arm Orthodox,07/02/1992,0,4.08,11,2,2,4(2014-),Taijul Islam,0,0,37.0,21,151,52.50,5
2160,0,0,2,0,1,46,120,47,29.33,11.67,Right Handed,40.00,2/37,Right Arm Medium,13/06/1972,0,4.40,13*,5,0,5(1998-1999),Alex R Tait,2,0,20.0,35,88,74.47,3
2161,0,2,3,0,1,36,1688,29,23.56,12.50,Right Handed,27.23,4/39,Right Arm Fast,22/02/1983,1,5.19,11,7,11,35(2007-2011),Shaun W Tait,5,0,281.2,25,1461,86.21,62
2162,0,1,1,0,0,33,204,15,42.50,2.50,Right Handed,34.00,4/65,Right Arm Medium,10/12/1985,2,7.50,4*,5,2,6(2002-2003),Talha Jubair,3,0,34.0,5,255,33.33,6
2163,11,0,704,44,83,29,6,8290,N/A,36.09,Left Handed,N/A,0/6,,20/03/1989,17,13.00,154,187,0,189(2007-),Tamim Iqbal,8,187,1.0,6460,13,77.93,0
2164,0,0,0,0,0,27,60,16,N/A,2.50,Right Handed,N/A,0/20,Right Arm Leg Break,05/12/1991,0,6.70,3,2,0,2(2016-),Tanbir Hayder,0,0,10.0,5,67,31.25,0
2165,0,0,0,0,0,21,229,11,41.60,N/A,Right Handed,45.80,2/49,Right Arm Medium Fast,18/09/1997,0,5.45,2*,4,1,6(2016-),Tanveer Ahmed,4,0,38.1,4,208,36.36,5
2166,0,0,1,0,2,40,60,12,41.50,18.00,Right Handed,30.00,1/38,Right Arm Fast Medium,20/12/1978,0,8.30,18,1,0,2(2011-2011),Tanvir Ahmed,0,0,10.0,18,83,150.00,2
2167,0,0,0,0,0,46,66,5,72.00,0.00,Right Handed,66.00,1/72,Right Arm Fast Medium,07/11/1972,1,6.55,0,1,0,1(1992-1992),Tanvir Mehdi,0,0,11.0,0,72,N/A,1
2168,0,0,18,1,18,30,852,253,31.63,18.13,Right Handed,44.84,3/20,Right Arm Fast Medium,12/06/1988,3,4.23,73,19,14,20(2014-),Tanwir Afzal,3,0,142.0,290,601,114.62,19
2169,0,2,26,0,4,36,2608,571,41.56,12.00,Right Handed,44.20,4/16,Right Arm Fast Medium,25/12/1982,4,5.64,35*,41,18,56(2002-2007),Tapash Baisya,13,0,434.4,336,2452,58.84,59
2170,0,0,2,0,0,35,465,73,32.62,26.00,Right Handed,35.77,3/19,Right Arm Medium Fast,04/09/1983,1,5.47,11*,8,7,10(2002-2004),Tareq Aziz,7,0,77.3,26,424,35.62,13
2171,0,,1,0,0,69,,77,,5.00,Right Handed,,,,12/06/1949,0,,8,3,,3(1979-1979),Tariq Javed,0,0,,15,,19.48,
2172,0,3,2,0,0,23,1413,99,31.13,4.10,Left Handed,31.40,5/28,Right Arm Fast,03/04/1995,3,5.95,14,16,6,32(2014-),Taskin Ahmed,6,0,235.3,41,1401,41.41,45
2173,0,,0,0,0,13,1,58,,14.00,Right Handed,,,,01/05/1954,0,,24,2,,2(1980-1980),Taslim Arif,0,2,1,28,,48.28,
2174,0,0,51,3,2,37,72,895,85.00,24.00,Left Handed,72.00,1/49,Right Arm Off Break,20/06/1981,0,7.08,81*,22,0,22(2001-2011),Taufeeq Umar,1,22,12.0,504,85,56.31,1
2175,0,1,3,0,0,60,3250,216,40.85,10.55,Right Handed,59.09,4/38,Right Arm Off Break,10/05/1958,3,4.15,27*,25,32,70(1982-1990),Tausif Ahmed,14,0,541.4,116,2247,53.70,55
2176,0,0,58,4,2,64,12,1471,N/A,27.69,Right Handed,N/A,0/3,,27/10/1954,1,1.50,83*,28,0,29(1980-1984),Christopher James Tavare,2,24,2.0,720,3,48.95,0
2177,0,0,4,0,0,75,114,42,15.50,22.00,Left Handed,28.50,3/25,Right Arm Fast Medium,01/07/1943,0,3.26,22,1,4,2(1973-1973),Bruce R Taylor,0,0,19.0,22,62,52.38,4
2178,10,0,537,36,96,33,396,8084,45.11,35.79,Right Handed,44.00,3/54,Right Arm Off Break,06/02/1986,14,6.15,145*,187,0,188(2004-),Brendan R M Taylor,15,56,66.0,6156,406,76.15,9
2179,0,4,31,0,5,34,4341,323,29.53,8.42,Right Handed,33.91,5/48,Right Arm Fast,22/06/1984,7,5.22,43*,42,35,90(2003-2017),Jerome E Taylor,9,0,723.3,278,3780,86.07,128
2180,0,0,0,0,0,54,18,8,N/A,1.00,Left Handed,N/A,0/20,Left Arm Fast Medium,08/08/1964,0,6.67,1,1,0,1(1993-1993),Jonathan P Taylor,0,0,3.0,1,20,12.50,0
2181,1,0,69,7,12,29,3,1107,1 (100.00%),42.24,Right Handed,,0.00,Right Arm Leg Break,06/01/1990,2,,101,26,,27(2011-2015),James W A Taylor,5,0,7,887,,80.13,1/0/0
2182,0,0,0,0,0,65,84,6,N/A,N/A,Right Handed,N/A,0/17,Right Arm Fast Medium,25/10/1953,0,3.36,1*,1,3,2(1986-1986),Leslie B Taylor,1,0,14.0,1,47,16.67,0
2183,20,0,665,47,138,34,42,9626,N/A,48.35,Right Handed,N/A,0/2,Right Arm Off Break,08/03/1984,9,5.00,181*,203,0,218(2006-),Luteru Ross Poutoa Lote Taylor,37,0,7.0,8026,35,83.38,0
2184,1,0,273,28,7,54,18,5907,N/A,32.24,Left Handed,N/A,0/20,,27/10/1964,4,6.67,105,110,0,113(1989-1997),Mark A Taylor,1,109,3.0,3514,20,59.49,0
2185,0,1,23,1,0,62,3937,583,28.25,19.86,Left Handed,40.59,4/38,Right Arm Off Break,22/08/1956,4,4.18,54*,47,33,83(1987-1992),Peter L Taylor,25,0,656.1,437,2740,74.96,97
2186,0,0,11,0,3,29,713,172,30.85,14.00,Left Handed,35.65,3/39,Left Arm Medium,21/12/1989,1,5.19,46*,14,5,15(2013-2016),Robert M L Taylor,3,0,118.5,154,617,89.53,20
2187,0,,7,0,0,77,,312,,13.00,Right Handed,,,,17/07/1941,2,,26*,17,,27(1973-1984),Robert W Taylor,7,0,,130,,41.67,
2188,0,1,4,0,3,45,1918,94,27.95,6.08,Right Handed,34.25,4/43,Right Arm Fast Medium,27/03/1973,2,4.90,29,15,23,37(1998-2006),Roger Telemachus,3,0,319.4,73,1565,77.66,56
2189,5,3,131,9,29,38,1580,1757,24.13,67.00,Right Handed,28.73,4/31,Right Arm Medium Fast,30/06/1980,1,5.04,119,32,18,33(2006-2011),Ryan N ten Doeschate,9,0,263.2,1541,1327,87.71,55
2190,49,6,2016,96,195,45,8054,21367,44.48,44.83,Right Handed,52.30,5/32,Right Arm Medium,24/04/1973,20,5.10,200*,452,24,463(1989-2012),Sachin R Tendulkar,41,340,1342.2,18426,6850,86.24,154
2191,0,137,16,1,0,72,1,206,2 (50.00%),34.25,Right Handed,,34.25,Left Arm Orthodox,29/10/1946,1,,59,4,,4(1975-1979),Anura P B Tennekoon,0,0,3,137,,66.50,4/0/4
2192,0,,2,0,0,28,,94,,20.00,Right Handed,,,Right Arm Leg Break,27/02/1991,0,,39,2,,2(2018-),Daniel James ter Braak,0,2,,40,,42.55,
2193,0,1,0,0,0,42,126,14,26.25,5.00,Right Handed,31.50,4/20,Right Arm Fast Medium,31/01/1977,0,5.00,5,2,2,4(2000-2000),David J Terbrugge,1,0,21.0,5,105,35.71,4
2194,0,,3,0,0,27,2,67,,6.40,Right Handed,,,Right Arm Off Break,01/08/1991,1,,16,5,,5(2016-),Sean P Terry,0,0,2,32,,47.76,
2195,0,,0,0,0,27,,22,,4.00,Right Handed,,,Right Arm Leg Break,15/09/1991,0,,4,1,,1(2011-2011),Vinoo A B Tewarie,0,0,,4,,18.18,
2196,0,1,0,0,2,27,215,16,36.33,22.00,Right Handed,35.83,4/52,Right Arm Medium,16/10/1991,1,6.08,22*,2,0,5(2017-),Shardul Narendra Thakur,1,0,35.5,22,218,137.50,6
2197,15,729,795,37,52,34,3,9129,12 (54.55%),34.17,Left Handed,,40.50,,02/02/1985,17,,174*,220,,232(2005-),Warushavithana Upul Tharanga,17,186,49,6936,,75.98,22/4/16
2198,0,1,0,0,0,33,194,5,14.42,5.00,Right Handed,16.17,5/44,Right Arm Medium Fast,24/07/1985,0,5.35,5,1,0,4(2010-2010),Juan Theron,0,0,32.2,5,173,100.00,12
2199,4,0,227,20,24,29,104,4130,31.33,34.66,Left Handed,34.67,2/36,Right Arm Medium Fast,08/09/1989,6,5.42,139*,97,0,117(2010-),Hettige Don Rumesh Lahiru Thirimanne,12,19,17.2,2946,94,71.33,3
2200,0,0,19,0,2,29,7,364,5.50,14.00,Right Handed,3.50,2/11,Right Arm Medium,12/11/1989,3,9.43,37,19,0,21(2009-2013),Devon C Thomas,2,1,1.1,238,11,65.38,2
2201,0,0,0,0,0,58,156,7,48.00,1.00,Right Handed,52.00,2/59,Right Arm Fast,12/08/1960,1,5.54,1*,3,2,3(1986-1987),John G Thomas,2,0,26.0,1,144,14.29,3
2202,0,1,0,0,0,22,343,5,27.53,0.00,Left Handed,22.87,5/21,Right Arm Medium Fast,18/02/1997,2,7.22,0*,3,0,9(2018-),Oshane Romaine Thomas,1,0,57.1,0,413,N/A,15
2203,0,0,0,0,0,39,24,0,N/A,N/A,Left Handed,N/A,0/42,Left Arm Fast Medium,17/12/1979,0,10.50,0,0,0,1(2009-2009),Ewen P Thompson,0,0,4.0,0,42,N/A,0
2204,0,0,0,0,0,31,72,21,73.00,1.00,Right Handed,72.00,1/35,Right Arm Leg Break,17/09/1987,1,6.08,2,2,0,3(2008-2008),Greg J Thompson,0,0,12.0,2,73,9.52,1
2205,0,0,0,0,0,47,114,7,55.00,2.00,Right Handed,57.00,1/46,Right Arm Fast,26/09/1971,0,5.79,2,1,2,2(1997-1997),Patterson I C Thompson,0,0,19.0,2,110,28.57,2
2206,0,0,24,0,3,27,559,251,40.83,16.29,Left Handed,46.58,2/17,Right Arm Medium Fast,15/08/1991,0,5.26,39,15,1,20(2013-),Stuart Robert Thompson,1,0,93.1,228,490,90.84,12
2207,0,0,0,0,0,73,64,0,22.00,N/A,Right Handed,64.00,1/22,Right Arm Fast Medium,02/12/1945,0,2.06,0,0,2,1(1971-1971),Alan L Thomson,0,0,8.0,0,22,N/A,1
2208,0,1,9,0,2,68,2696,280,35.31,7.54,Right Handed,49.02,4/67,Right Arm Fast,16/08/1950,5,4.32,21,30,37,50(1975-1985),Jeffrey Robert Thomson,6,0,447.0,181,1942,64.64,55
2209,0,0,63,5,8,50,2121,1427,38.14,22.95,Right Handed,50.50,3/14,Right Arm Fast Medium,27/01/1969,2,4.53,83,52,21,56(1990-1996),Shane A Thomson,10,0,353.3,964,1602,67.55,42
2210,0,0,170,21,5,49,120,3344,48.50,37.19,Left Handed,60.00,2/15,Right Arm Medium,01/08/1969,3,4.85,89,77,1,82(1993-2002),Graham P Thorpe,13,0,20.0,2380,97,71.17,2
2211,0,1,5,0,1,49,421,108,23.46,6.43,Right Handed,32.38,4/35,Right Arm Fast Medium,11/09/1969,1,4.35,13,9,5,10(2003-2008),Sanjayan Thuraisingam,2,0,70.1,45,305,41.67,13
2212,0,1,32,1,9,38,1676,424,27.86,18.67,Left Handed,33.52,5/47,Left Arm Fast Medium,01/03/1981,4,4.99,54*,27,17,38(2008-2010),Magina Thilan Thushara Mirando Thushara,6,0,279.2,392,1393,92.45,50
2213,0,0,2,0,1,54,48,75,N/A,N/A,Right Handed,N/A,0/13,Right Arm Medium,27/12/1964,0,6.88,25*,2,0,3(1996-1996),Lazaro O Tikolo,2,0,8.0,36,55,48.00,0
2214,3,2,353,24,33,47,4016,4527,34.20,29.05,Right Handed,42.72,4/41,Right Arm Medium,25/06/1971,13,4.80,111,130,24,135(1996-2014),Stephen O Tikolo,12,0,669.2,3428,3215,75.72,94
2215,2,0,226,13,10,51,180,6588,23.50,29.60,Left Handed,30.00,1/3,Right Arm Off Break,14/07/1967,10,4.70,104,168,1,200(1986-2003),Hashan Prasantha Tillakaratne,40,11,30.0,3789,141,57.51,6
2216,0,1,19,0,1,30,902,344,44.25,15.31,Right Handed,45.10,5/63,Right Arm Fast Medium,17/03/1988,1,5.89,44,18,7,24(2014-),Donald T Tiripano,5,0,150.2,199,885,57.85,20
2217,0,,10,1,0,79,,148,,26.00,Right Handed,,,Right Arm Leg Break,23/03/1939,0,,52,3,,3(1975-1975),Michael H Tissera,0,0,,78,,52.70,
2218,0,0,1,0,0,23,56,32,17.67,11.00,Right Handed,18.67,3/53,Right Arm Off Break,24/11/1932,0,5.68,11,1,0,2(1975-1975),Frederick John Titmus,0,0,7.0,11,53,34.38,3
2219,1,1,24,1,2,33,132,403,30.00,26.09,Right Handed,26.40,4/61,Right Arm Leg Break,14/11/1985,0,6.82,104*,12,1,12(2008-2015),Manoj K Tiwary,1,1,22.0,287,150,71.22,5
2220,0,,5,0,1,29,1,56,,N/A,Left Handed,,,,30/12/1989,0,,37*,2,,3(2010-2010),Saurabh S Tiwary,2,0,2,49,,87.50,
2221,0,,0,0,0,72,,0,,N/A,Right Handed,,,,15/06/1946,0,,0,0,,1(1979-1979),Roger W Tolchard,0,0,,0,,N/A,
2222,0,1,1,0,0,36,300,16,44.80,5.00,Right Handed,60.00,4/25,Right Arm Fast Medium,13/01/1983,0,4.48,5,4,6,5(2009-2009),Gavin C Tonge,2,0,50.0,10,224,62.50,5
2223,0,,5,1,0,64,,133,,52.50,Right Handed,,,,20/04/1954,0,,54*,4,,5(1978-1979),Peter M Toohey,2,0,,105,,78.95,
2224,0,1,0,0,0,25,463,40,25.63,7.00,Right Handed,28.94,4/50,Left Arm Medium Fast,21/02/1994,0,5.31,6,5,6,10(2015-2016),Reece J W Topley,4,0,77.1,7,410,17.50,16
2225,0,0,3,0,0,71,1524,175,51.95,11.00,Right Handed,80.21,3/35,Right Arm Off Break,17/05/1947,1,3.89,19,17,15,27(1983-1993),Athanasios J Traicos,9,0,254.0,88,987,50.29,19
2226,0,3,9,0,4,37,2104,242,27.77,11.64,Left Handed,35.07,4/41,Right Arm Off Break,27/02/1982,3,4.75,30,25,18,45(2010-2015),James Cullum Tredwell,11,0,350.4,163,1666,67.36,60
2227,0,0,2,0,1,27,240,37,36.43,23.00,Right Handed,34.29,3/64,Right Arm Medium Fast,10/08/1991,1,6.38,23*,3,0,4(2016-),Christopher P Tremain,2,0,40.0,23,255,62.16,7
2228,0,1,2,0,2,37,784,89,47.00,7.14,Right Handed,52.27,4/32,Right Arm Medium Fast,02/09/1981,1,5.40,19*,11,2,15(2005-2011),Christopher T Tremlett,4,0,130.4,50,705,56.18,15
2229,12,0,527,21,50,43,232,5087,54.75,37.37,Left Handed,58.00,2/7,Right Arm Medium,25/12/1975,13,5.66,137,122,0,123(2000-2006),Marcus E Trescothick,6,122,38.4,4335,219,85.22,4
2230,0,0,1,0,0,56,24,5,N/A,4.00,Right Handed,N/A,0/32,,01/01/1963,0,8.00,4,2,0,2(1986-1986),Glenn S Trimble,1,0,4.0,4,32,80.00,0
2231,4,0,216,22,3,37,183,3658,83.00,51.25,Right Handed,91.50,2/31,Right Arm Medium,22/04/1981,5,5.44,137,65,0,68(2009-2013),Ian J L Trott,10,3,30.3,2819,166,77.06,2
2232,0,1,9,0,0,31,537,249,25.75,21.67,Right Handed,33.56,4/46,Right Arm Off Break,08/09/1987,1,4.60,48*,10,0,11(2007-2009),Rodney J Trott,4,0,89.3,130,412,52.21,16
2233,0,,5,0,0,40,1,76,,9.00,Left Handed,,,Left Arm Orthodox,02/03/1979,1,,20,5,,6(2003-2003),Jamie O Troughton,1,0,1,36,,47.37,
2234,0,3,7,0,2,66,1180,140,24.72,25.25,Right Handed,36.88,4/19,Left Arm Fast Medium,03/10/1952,0,4.02,39,12,22,22(1976-1985),Gary B Troup,8,0,194.2,101,791,72.14,32
2235,0,0,0,0,0,34,150,3,50.33,N/A,Right Handed,50.00,1/30,Right Arm Off Break,19/11/1984,0,6.04,2*,1,2,4(2007-2007),Thandi Tshabalala,1,0,25.0,2,151,66.67,3
2236,0,7,7,0,1,34,2964,0,24.97,7.00,Right Handed,31.53,4/22,Left Arm Fast Medium,07/03/1984,3,4.75,16*,21,44,61(2009-2013),Lonwabo L Tsotsobe,13,0,494.0,56,2347,N/A,94
2237,0,0,57,1,7,43,819,732,50.14,19.84,Right Handed,58.50,2/23,Right Arm Medium,15/03/1975,1,5.14,52,26,4,26(2006-2009),Janeiro J Tucker,1,0,136.3,496,702,67.76,14
2238,0,1,0,0,0,30,174,0,22.43,N/A,Right Handed,24.86,4/56,Right Arm Off Break,10/12/1988,0,5.41,0,0,0,5(2008-2009),Tamauri E Tucker,0,0,29.0,0,157,N/A,7
2239,0,0,0,0,0,48,48,0,20.50,N/A,Right Handed,24.00,2/41,Right Arm Fast Medium,18/05/1970,0,5.13,0,0,0,1(1998-1998),Carl M Tuckett,0,0,8.0,0,41,N/A,2
2240,0,0,0,0,0,41,127,11,34.00,9.00,Right Handed,31.75,2/30,Right Arm Fast Medium,23/10/1977,0,6.43,6,2,1,3(2002-2002),Alex Jeremy Tudor,1,0,21.1,9,136,81.82,4
2241,0,2,23,0,7,40,4333,372,32.13,9.52,Right Handed,39.39,4/24,Right Arm Fast Medium,11/06/1978,7,4.89,36,52,67,94(2000-2010),Daryl R Tuffey,21,0,722.1,295,3534,79.30,110
2242,0,1,0,0,0,52,1020,31,36.79,15.00,Right Handed,53.68,4/22,Left Arm Orthodox,29/04/1966,0,4.11,5*,10,12,20(1990-1997),Philip Clive Roderick Tufnell,9,0,170.0,15,699,48.39,19
2243,1,,22,0,1,68,2,279,,41.17,Left Handed,,,,23/07/1950,0,,101,6,,6(1975-1975),Alan Turner,0,6,3,247,,88.53,
2244,0,,1,0,1,26,,23,,21.00,Right Handed,,,Right Arm Off Break,25/01/1993,0,,21,1,,1(2019-2019),Ashton James Turner,0,0,,21,,91.30,
2245,3,0,158,9,7,71,6,2357,N/A,47.00,Right Handed,N/A,0/0,,26/05/1947,1,0.00,171*,40,1,41(1973-1983),Glenn M Turner,6,29,1.0,1598,0,67.80,0
2246,0,0,67,2,1,35,126,970,103.00,14.35,Right Handed,126.00,1/24,,10/12/1983,8,4.90,65,40,0,41(2001-2007),Tushar Imran,0,0,21.0,574,103,59.18,1
2247,1,0,240,20,33,50,272,3603,58.75,38.81,Left Handed,68.00,2/31,Right Arm Medium,17/04/1968,5,5.18,103,81,0,87(1995-2001),Roger G Twose,11,2,45.2,2717,235,75.41,4
2248,0,0,0,0,0,31,165,2,48.00,N/A,Right Handed,55.00,1/15,Right Arm Medium,19/09/1987,0,5.24,1*,1,4,4(2009-2010),Sudeep Tyagi,1,0,27.3,1,144,50.00,3
2249,0,1,5,0,2,32,387,48,32.67,14.25,Right Handed,32.25,5/46,Right Arm Medium Fast,12/12/1986,0,6.08,19,7,1,7(2018-),Andrew James Tye,3,0,64.3,57,392,118.75,12
2250,0,0,1,0,0,49,612,46,44.44,11.67,Right Handed,68.00,2/37,Right Arm Off Break,18/03/1969,1,3.92,11*,7,4,11(1994-2005),Shaun D Udal,4,0,102.0,35,400,76.09,9
2251,0,0,0,0,0,31,72,0,N/A,N/A,Right Handed,N/A,0/42,Left Arm Fast Medium,17/02/1988,0,7.00,0,0,0,2(2012-2012),Isuru Udana Tillakaratna,0,0,12.0,0,84,N/A,0
2252,0,,25,2,3,32,,384,,28.56,Left Handed,,,Right Arm Off Break,19/07/1986,1,,73,9,,9(2008-2008),Mahela L Udawatte,0,8,,257,,66.93,
2253,0,0,0,0,1,33,108,30,125.00,10.00,Right Handed,108.00,1/65,,03/03/1986,0,6.94,10,2,1,2(2015-2015),Umair Ali,0,0,18.0,20,125,66.67,1
2254,2,,260,20,50,28,4,3542,,34.59,Right Handed,,,,26/05/1990,8,,102*,105,,116(2009-),Umar Akmal,17,0,32,3044,,85.94,
2255,0,0,28,1,2,29,42,392,N/A,18.07,Left Handed,N/A,0/6,Right Arm Medium,16/10/1989,0,3.43,59,16,0,16(2010-),Umar Amin,1,2,7.0,271,24,69.13,0
2256,0,6,36,0,14,34,6064,642,29.35,9.72,Right Handed,33.88,6/42,Right Arm Fast Medium,14/04/1984,10,5.20,39,65,69,130(2003-),Umar Gul,18,0,1010.4,457,5253,71.18,179
2257,0,1,0,0,0,27,312,0,26.13,N/A,Right Handed,39.00,4/41,Left Arm Medium,18/10/1991,0,4.02,0,0,5,7(2013-2013),Jaydev D Unadkat,0,0,52.0,0,209,N/A,8
2258,0,1,5,0,0,73,1278,133,22.94,5.89,Right Handed,39.94,4/44,Left Arm Orthodox,08/06/1945,2,3.45,17,13,24,26(1973-1982),Derek L Underwood,4,0,211.0,53,734,39.85,32
2259,0,1,3,0,1,46,564,86,40.08,7.00,Right Handed,47.00,4/37,Right Arm Fast Medium,10/06/1972,0,5.12,15,8,6,12(1995-2001),Kalutarage Eric A Upashantha,1,0,94.0,49,481,56.98,12
2260,1,0,39,1,13,29,6,639,N/A,29.88,Right Handed,N/A,0/12,,15/10/1989,1,12.00,151,17,0,17(2014-),Tony P Ura,0,17,1.0,508,12,79.50,0
2261,1,0,37,2,10,22,38,520,34.00,27.40,Right Handed,38.00,1/21,,20/11/1996,2,5.37,118,15,0,15(2014-),Usman Ghani,0,15,6.2,411,34,79.04,1
2262,0,,19,1,1,29,2,285,,18.90,Right Handed,,,Right Arm Medium,02/10/1989,1,,50,11,,11(2010-2014),Usman Limbada,1,0,4,189,,66.32,
2263,0,0,0,0,0,31,12,7,N/A,3.00,Right Handed,N/A,0/9,Right Arm Medium Fast,05/11/1987,0,4.50,3,1,0,1(2015-2015),Usman Mushtaq,0,1,2.0,3,9,42.86,0
2264,0,,0,0,0,28,1,28,,6.50,Right Handed,,,,02/12/1990,0,,8,2,,2(2011-2011),Usman Salahuddin,0,0,1,13,,46.43,
2265,0,3,0,0,0,25,486,1,17.48,0.00,Right Handed,21.13,5/34,Left Arm Medium Fast,05/01/1994,1,4.96,0,1,4,12(2017-),Usman Khan Shinwari,0,0,81.0,0,402,N/A,23
